setting	method	focus_layer	component	layer	alpha	alpha_std	para_abs	para_abs_std	perp_abs	perp_abs_std	x_norm	x_norm_std	delta_norm	delta_norm_std	delta_over_x	delta_over_x_std	para_over_x	para_over_x_std	perp_over_x	perp_over_x_std	perp_ratio	perp_ratio_std	count	run_dir
awq_native	awq_native_l11	11	block_out	11	-0.028160391375422478	0.005246089305728674	0.4372197091579437	0.11838661879301071	2.301520824432373	0.47331053018569946	15.577537536621094	3.3646488189697266	2.344046115875244	0.48129624128341675	0.15094596147537231	0.007940788753330708	0.028160393238067627	0.005246089305728674	0.14820528030395508	0.007899632677435875	0.9640283584594727	0.012064598500728607	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__awq_native_l11
awq_native	awq_native_l11	11	mlp_out	11	-0.032310932874679565	0.006146546453237534	0.4648503065109253	0.13102120161056519	2.1825754642486572	0.4696194529533386	14.45043659210205	3.5118751525878906	2.233224630355835	0.4797273278236389	0.15536099672317505	0.006570711731910706	0.032310932874679565	0.00614655576646328	0.15183435380458832	0.006690522190183401	0.9550855755805969	0.014729592949151993	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__awq_native_l11
awq_native	awq_native_l12	12	attn_out	12	-0.016810553148388863	0.019118841737508774	0.24357546865940094	0.13436371088027954	1.555497169494629	0.10774210840463638	10.3915376663208	0.7736988663673401	1.5787678956985474	0.12670592963695526	0.15203633904457092	0.007080998737365007	0.022855207324028015	0.011214470490813255	0.14990141987800598	0.0068285767920315266	0.9724754691123962	0.02223556861281395	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__awq_native_l12
awq_native	awq_native_l12	12	block_out	12	-0.028141921386122704	0.010707087814807892	0.4553358256816864	0.1294444501399994	2.4336585998535156	0.4369596242904663	16.199983596801758	2.913947343826294	2.4801077842712402	0.4321788251399994	0.15326713025569916	0.004893291741609573	0.028802314773201942	0.008777020499110222	0.1502772569656372	0.004989414010196924	0.9614200592041016	0.015718182548880577	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__awq_native_l12
awq_native	awq_native_l12	12	mlp_out	12	-0.03654373064637184	0.01258658617734909	0.5017443895339966	0.15897735953330994	2.24564266204834	0.43135330080986023	14.206377983093262	2.9714574813842773	2.307790517807007	0.4243818521499634	0.16328032314777374	0.006905878894031048	0.03654373064637184	0.01258658617734909	0.15865753591060638	0.006486690603196621	0.9446509480476379	0.026601247489452362	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__awq_native_l12
awq_native	awq_native_l13	13	attn_out	13	-0.028727112337946892	0.01636522263288498	0.27771273255348206	0.18814919888973236	1.4560555219650269	0.1607609987258911	9.11807632446289	1.8696048259735107	1.491401195526123	0.18490199744701385	0.16648469865322113	0.016761180013418198	0.028873778879642487	0.016105040907859802	0.16299833357334137	0.01834576018154621	0.9568610787391663	0.04114258661866188	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__awq_native_l13
awq_native	awq_native_l13	13	block_out	13	-0.024761473760008812	0.009516472928225994	0.40895184874534607	0.2224913239479065	2.5601348876953125	0.4681326150894165	16.054533004760742	3.3017218112945557	2.597417116165161	0.4935656487941742	0.16233515739440918	0.005539759993553162	0.024761470034718513	0.00951648224145174	0.16016307473182678	0.005243520252406597	0.9736998677253723	0.01882576011121273	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__awq_native_l13
awq_native	awq_native_l13	13	mlp_out	13	-0.02728368155658245	0.008314881473779678	0.40611323714256287	0.17749515175819397	2.3918545246124268	0.4437141418457031	14.665913581848145	3.003563404083252	2.429529905319214	0.4600728750228882	0.1661631315946579	0.005000787321478128	0.02728368155658245	0.008314885199069977	0.16368772089481354	0.005290202796459198	0.9704635143280029	0.017792141065001488	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__awq_native_l13
awq_native	awq_native_l14	14	attn_out	14	-0.02845490723848343	0.008173680864274502	0.29153546690940857	0.09569825977087021	1.740362286567688	0.13599224388599396	10.176310539245605	1.068668246269226	1.766596794128418	0.14367090165615082	0.17417480051517487	0.008492115885019302	0.02845490723848343	0.008173680864274502	0.17163769900798798	0.008543177507817745	0.9710670113563538	0.012250897474586964	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__awq_native_l14
awq_native	awq_native_l14	14	block_out	14	-0.02536073327064514	0.006322204601019621	0.405072420835495	0.10471149533987045	2.5175158977508545	0.34457990527153015	16.032020568847656	1.8471813201904297	2.551762342453003	0.34666869044303894	0.15893851220607758	0.0075764767825603485	0.02536073327064514	0.006322204601019621	0.15678377449512482	0.007386514917016029	0.97320955991745	0.012546547688543797	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__awq_native_l14
awq_native	awq_native_l14	14	mlp_out	14	-0.03003927506506443	0.009384412318468094	0.423951655626297	0.12972307205200195	2.3123276233673096	0.34097838401794434	14.308375358581543	1.7635021209716797	2.3556160926818848	0.3328079879283905	0.1644803136587143	0.00876497570425272	0.03003927506506443	0.009384412318468094	0.16138802468776703	0.00969940610229969	0.9623677730560303	0.025148853659629822	12.0	/mnt/bn/seed-aws-va/shwai.he/demystifying-transformers-main/focused-compression-analysis/outputs/layerwise_para_perp/Qwen3-4B__awq_native_l14
